Col1,Col2,Col3,Preprocessed Col3
12740,2,Man talk to em RT @StraightCash08: Of course nothing is wrong with applebee&#8217;s if you like trash food.,man talk em rt @ straightcash08 ||| course wrong applebeeand | s ||| you like trash food
12741,1,Man that bad bitches/broke niggaz tweet was a trap.I feed bullshit negativity and niggaz line up for a plate.,man bid bitch | break niggaz tweet trap feed bullshit negativity niggaz line plate
12742,1,Man that nigga Courage always bein a bitch. HIT DAT SHIT LIL NIGGA http://t.co/k3cb7YVVGY,man nigga courage bein bitch ||| hit dat shit lil nigga
12743,1,Man that run game ain't no hoe. Fuck Alex. don't even need his bitch ass,man run game ai n't hoe ||| fuck alex ||| need bitch ass
12744,1,Man there's a lot of fat bitches here,man 's lot fat bitch
12745,1,"Man these bitches are so boring yo. Where the outgoing, fun, wild bitches at",man bitch bore yo ||| outgo | fun | wild bitch
12746,1,"Man these hoes so familiar, one minute on the team next minute they ain't witcha",man hoe familiar | minute team minute ai n't witcha
12747,1,Man this bitch smells like cheap lip stick,man bitch smell like cheap lip stick
12748,1,Man who da fuck let this hoe in the background looking like a got damn Zebra #BETAwards,man da fuck let hoe background look like damn zebra | betawards
12749,1,Man why do these hoes even bother wearing clothes when they're going out like that.,man hoe bother wear clothe ||| 're like
12750,1,Man why the ugliest bitches talk the most.,man ugly bitch talk
12751,1,"Man, I got fucked within an inch of my life this evening, I'm so unbothered by that bitch &#128553;&#128514;&#128514; #carryon",man | fuck inch life ||| unbothered bitch | | | carryon
12752,1,"Man, I'm wish big booty bytches would use some other nickname other than Judy... Shy is so typical and old..",man | wish big booty bytches use nickname judy ||| shy typical old
12753,1,"Man, aunt petunia is a royal bitch.",man | aunt petunia royal bitch
12754,2,"Man, that is a serious shiner Chara's sporting. Yowza.",man | shiner chara 's sport ||| yowza
12755,1,Mane if dis nicca call me 1 mo time n say he Finna pull up but dnt pull up,mane ||| dis nicca mo time n say finna pull ||| dnt pull
12756,1,Mane wtf I wake up look at da window it's showin like a mf outside...Good thing a nicca went to Walmart yesterday Good Aone snacks,mane wtf wake look da window showin like mf outside ||| good thing nicca walmart yesterday good aone snack
12757,2,Mann are first game is 3 weeks from now can't wait - once a redskin always a redskin -,mann game week wait | redskin redskin
12758,1,Mann that pussy #ThrowBack,mann pussy | throwback
12759,1,Mann.. Jada Pickett was a badddddd bitch #Lawd,mann ||| jada pickett badd bitch | lawd
12760,2,Mannnn tonight feels like trash.,mann tonight feel like trash
12761,1,Mannnnnn these hoes aint loyal,mann hoe aint loyal
12762,2,Manual labor so trash,manual labor trash
12763,2,Many people claiming slippery slope is now absolute are same ones who said slippery slope is an argument for the paranoid delusional. #tcot,people claim slippery slope absolute say slippery slope argument paranoid delusional ||| tcot
12764,1,Maple Room bitch SACTO STYLE,maple room bitch sacto style
12765,1,Marca got so many hoes she confused on what to do,marca hoe confuse
12766,1,Marcus Colston so damn trash.,marcus colston damn trash
12767,2,Marcus Smart belongs on the Celtics. Both trash. It was destiny.,marcus smart belong celtic ||| trash ||| destiny
12768,1,Marcus is in this hoe schleeeeeeeeeeppppppp,marcus hoe schleepp
12769,1,Marijuana turn good pussy great..,marijuana turn good pussy great
12770,1,"Marijuana, hydro, pussy hoe, ass titties",marijuana | hydro | pussy hoe | ass titty
12771,1,Marilyn Monroe set the standard for what hoes can achieve in society,marilyn monroe set standard hoe achieve society
12772,2,"Mark Teixeira finally stepping up, HR and couple of BBs #Yankees",mark teixeira finally step | hr couple bb | yankee
12773,1,Married a skinny bitch but trickin wit a thick bitch.. She got sum big hips I call that boa a hypocrite,marry skinny bitch trickin wit thick bitch ||| sum big hip boa hypocrite
12774,1,Mary Jane is a dumb bitch,mary jane dumb bitch
Peter has a job saving the city as Spiderman and she's bitching about how he hasn't came to her play,,"",""
12775,2,"Mata'i ngeli, alu o polosi ho nifo..",mata'i ngeli | alu o polosi ho nifo
12776,1,Math is forever confusing to me #retard,math forever confuse | retard
12777,1,Matt cancer free gotta hoes throw him some booty before his bedtime,matt cancer free gotta hoe throw booty bedtime
12778,1,Matt got the shades on tryin to scope a bitch http://t.co/Ywaq3Hg0WF,matt shade tryin scope bitch
12779,1,"Maury is funny sometimes, but the ratchet hoes on there need to get knocked the fuck out!",maury funny | ||| ratchet hoe need knock fuck
12780,2,May the bird of paradise fly up your nose.,bird paradise fly your nose
May an elephant caress you with his toes.,,"",""
May your wife have runners u&#8230; http://t.co/h6e278e85s,,"",""
12781,2,"Maybe @barackobama is colored blind with his 'red lines' and all. Tough talk, no walk. #tcot",maybe @ barackobama color blind | red line | ||| tough talk | walk ||| tcot
12782,2,Maybe I don't feel too great because I only got 3hrs of sleep. Surely it's not last nights boxes of cookies &amp; crackers dinner! &#128055; &#128534; #chunk,maybe feel great ||| hrs sleep ||| surely night box cookie andamp | cracker dinner ||| | | chunk
12783,1,Maybe I don't text you first because you read my messages and don't respond. &#128529;&#128529;&#128529; k bitch. @NCPostGrad,maybe text you ||| you read message respond ||| | | | k bitch ||| @ ncpostgrad
12784,1,Maybe I shoulda informed my cousin of my social anxiety before taking me to this over crowded bar. On the bright side Texas has hott bitches,maybe shoulda inform cousin social anxiety crowd bar ||| bright texas hott bitch
12785,1,"Maybe I'll love you one day, maybe we'll someday grow. Till then just sit your drunk ass on that runway hoe.",maybe 'll love you day ||| maybe 'll someday grow ||| till just sit your drink ass runway hoe
12786,1,Maybe I'm just some bitter ass nigguh like Obito,maybe just bitter ass nigguh like obito
12787,1,"Maybe I'm the one, maybe I'm the two, maybe I'm the nigguh that you call when you're through.",maybe ||| maybe ||| maybe nigguh ||| you ||| you
12788,1,Maybe if you weren't such a conceited bitch more people would like you.,maybe ||| you n't conceit bitch people like you
12789,1,Maybe next time i day drink ill balance it out with my bitch mary jane cause #ItsLevelsTooThisShit,maybe time day drink ill balance bitch mary jane cause | itslevelstoothisshit
12790,1,"Maybe reluctantly, but they've done it. What does this mean for a discrimination law in the state? Culturally for queer people in the state?",maybe reluctantly | ||| 've ||| mean discrimination law state ||| culturally queer people state
12791,1,Maybe you should eat makeup so you can be pretty on the inside also bitch.,maybe you eat makeup you pretty inside bitch
12792,0,Mayweather is a pussy hes only winning cus he picks his fight and he picks the nobody fighters . #fightPacquiao @FloydMayweather,mayweather pussy hes win cu pick fight ||| pick fighter ||| fightpacquiao @ floydmayweather
12793,2,"McCann, although not having the greatest of seasons, would be a step up from Russel Martin. McCann or Carlos Ruiz #MLB #Yankees",mccann | great season | step russel martin ||| mccann carlos ruiz | mlb | yankee
12794,2,McDonald's is hella trash to me now,mcdonald 's hella trash
12795,0,Mcdonalds pipe self defence beating: http://t.co/Gk5wbObJTC This is one nigger who's hand I would shake. That's how you deal with sheboons.,mcdonald pipe self defence beat ||| nigger 's hand shake ||| 's you deal sheboons
12796,1,Me &amp; Elizabeth are down bitches.,andamp ||| ; elizabeth bitch
12797,1,Me &amp; Lew differ on philosophy I say smack that bitch bet she watch her mouf,andamp ||| lew differ philosophy say smack bitch bet watch mouf
12798,2,Me &amp; hubby relaxing from the studio for a lil...then headed str8 to my honey doo wop wops bday bash Kristen... http://t.co/FOnJOFdzJC,andamp | hubby relax studio lil ||| head str8 honey doo wop wop bday bash kristen
12799,1,Me &amp; my next bitch gone turn up on the fashion side. &amp; we ain't wearing nun of that designer shit. That shit basic af,andamp ||| ; bitch turn fashion ||| andamp ; ai n't wear nun designer shit ||| shit basic af
12800,1,Me and Bryan still out this bitch,bryan bitch
12801,1,Me and da @iamcolinquinn gonna do a reboot of da Jeffersons. Only dis time he gonna be Weezy and we married pre op trannies,da @ iamcolinquinn gonna reboot da jeffersons ||| dis time gonna weezy ||| marry pre- op trannie
12802,1,Me and my big ol titty bitch @saverearose http://t.co/hGmdurJFYT,big ol titty bitch @ saverearose
12803,1,Me and my bitch http://t.co/AsYjv2K4Tt,bitch
12804,1,Me and my bitch song #IfIHadMe1 http://t.co/Qlt02eLfAf,bitch song | ifihadme1
12805,1,Me and my homie @hou_hefner ROCKIN that bitch all night #MeetUsHere NOW&#10071;&#65039;&#10071;&#65039;&#10071;&#65039;&#10071;&#65039; http://t.co/06olvik6lD,homie @ hou | hefner rockin bitch night | meetushere nowand | | | | | | |
12806,1,"Me and my nig @yungNAUGHTI be running shit in Miami on the court, we only lost one game in 3 days",nig @ yungnaughti run shit miami court ||| lose game day
12807,1,Me and my nigguh stay doin it,nigguh stay doin
12808,2,Me and this song bird sang in the same HS gospel choir!! http://t.co/aJ5HwhpRwc,song bird sing hs gospel choir
12809,1,Me calling bout a nigga &#128564; shit for the birds. &amp; then a nigga that ain't fucking me &#128514; I do not fucking care,bout nigga | shit bird ||| andamp ; nigga ai n't fuck | ; fuck care
12810,2,Me gusta pollo so espa&#241;ol that. Lol. &#127831;,gusta pollo espaand | ol ||| lol |||
12811,1,Me n niccas ya type Neva exchange #'s .. Wanna talk down n still gain from us!,n niccas ya type neva exchange | s ||| wanna talk n gain
12812,1,"Me to @sarayeagley ""Caffenate me, bitch"" because I don't know how to use Dave's coffee maker #struggles #CLEadventures",@ sarayeagley " " caffenate | bitch " " ||| know use dave 's coffee maker | struggle | cleadventures
12813,1,"Me when folks try to come for me. &#128514; Ok hoe, cool! http://t.co/QduFiVVwHa",||| folk try come ||| | ok hoe | cool
12814,1,Me. RT @OfficialCNote: coolin with all my hoes http://t.co/vCME41IsMg,me. rt @ officialcnote | coolin hoe
12815,1,"Me: ""Mom, honestly, thank you for making me a bad bitch."",| " " mom | honestly | thank you bid bitch "
Mom: ""You've gotta stop.""",,"",""
12816,2,"Me: downloads flappy bird*," | download flappy bird
Sierra: ""welp there goes school""",,"",""
12817,1,Me: put a twist tie on the bags of ice or you'll get it all over your car Kiersten: NAHH bitch it'll be all cool.... http://t.co/158FCOn7SD,| twist tie bag ice ||| you 'll your car kiersten ||| nahh bitch 'll cool
12818,2,Meatloaf cream potatoes deer steak and gravy pinto beans and cornbread pear cobbler n bread pudding @ FHC,meatloaf cream potato deer steak gravy pinto bean cornbread pear cobbler n bread pudding @ fhc
12819,1,Meek do some nut shit one time he a bitch I guess y'all forgot all the hoe shit Wale did on twitter oh ok &#9749;&#65039;&#128056;,meek nut shit time bitch guess y'all forget hoe shit wale twitter oh ok | |
12820,1,Meek mill said get yo game up before you lose yo bitch damn lol,meek say yo game ||| you lose yo bitch damn lol
12821,2,"Meet India&#8217;s amazing, death-defying monkey king &#8594; http://t.co/dGcmLFSIrh http://t.co/VYw3FsWwdv",meet indiaand | s amaze | death | defy monkey king
12822,1,Megatron must've fucked Stafford bitch or something.. He will not throw my mans the ball.,megatron 've fuck stafford bitch ||| throw man ball
12823,1,Mei Haruka is tied up and takes three cocks in her pussy and&#160;mouth http://t.co/jNcMCZEFSs,mei haruka tie cock pussy andand | mouth
12824,1,Melo should've got the bitch for the east,melo 've bitch east
12825,1,Member when bitches put ""le"" in front of everything. You not foreign mf &#128514;,member ||| bitch " " le " " ||| you foreign mf
12826,0,Members of non-traditional religions are all sub-human trash.,member non- | traditional religion sub | human trash
12827,2,Memorial Weekend early bird wine walk price is still available! We have 21 participating locations http://t.co/bBYoTneeBn,memorial weekend early bird wine walk price available ||| participate location
12828,2,Mentions probably look like a septic tank. RT @BillCosby: Go ahead. Meme me! http://t.co/2QttvwWICy #CosbyMeme http://t.co/72IMb6Rfzn,mention probably look like septic tank ||| rt @ billcosby | ahead ||| meme
12829,1,Merry Christmas bitches &#128536;&#127876;&#9924;&#65039;&#127877; http://t.co/XRkLONwzGN,merry christmas bitch | | | |
12830,1,Merry Christmas to all y'all bitches and hoes,merry christmas y'all bitch hoe
12831,1,"Messi is thinking , ""Ronaldo is such a bitch, couldn't even make it out his group"" ahaaaaa",messi think ||| " " ronaldo bitch | group " " ahaa
12832,1,"Messy ass hoes , ain't your fucking friend !",messy ass hoe | ai n't your fuck friend
12833,1,"Messy asss bitches , I would blast yall dumb bitches but i'm not even gon stoop to yalls level",messy ass bitch | blast yall dumb bitch ||| gon stoop yalls level
12834,1,"Met a bad bitch from Chicago. My hat wasn't cocked, yo.",meet bid bitch chicago ||| hat n't cock | yo
12835,1,Met a foreign bitch at Wesley . &#128064;&#128064; she better call me,meet foreign bitch wesley ||| | | ||| ; better
12836,2,Met a woman who was trying to feed a crow a Brazil nut,meet woman try feed crow brazil nut
12837,1,Met this bitch online. Call her my ""e-bae"",meet bitch online ||| " " e | bae " "
12838,1,Mfs don't care about tha kid except a few of my niggas &amp; my bitch,mfs care tha kid nigga andamp | bitch
12839,1,"Mfs see a picture of a couple walking on the stairs together &amp; caption it ""Goals&#128525;&#128588;"", bitch all they doing is going down the stairs",mfs picture couple walk stair andamp ; caption " " goalsand | | bitch stair
12840,2,Mi caldito de pollo estuvo incredible!! Ahora a snuggle con mi snuggie y mi hubby... Queeee riiikkooo...,mi caldito pollo estuvo incredible ||| ahora snuggle mi snuggie y mi hubby ||| quee riikkoo
12841,1,MiMi was so worried bout Stevie J marriage that bitch ain't even realize she made a sex tape with a married man,mimi worry bout stevie j marriage ||| bitch ai n't realize sex tape marry man
12842,1,MiNo's &#8220;@daboss_s: &#8220;@willyroast2: Caption this==&gt; http://t.co/qr3OegnJLi""&#8221; Nah bitch...we're gonna keep our virginities&#8221;,mino 's | @ daboss | s | | @ willyroast2 | caption | andgt ||| gonna virginitiesand
12843,1,Miami bitches,miami bitch
12844,2,Miami's run defense is Alex Smith trash.,miami 's run defense alex smith trash
